ID,Primary Thematic,Secondary Thematic,Platform,Content Family,Content Types,Owner Team,Author Team,Contact Team,Content Name (EN),Content Name (FR),Content Version,Default Language,Other Languages,Status,Creation Date,Published Date,Last Update Date,Next Review Date,Content Description,Activities,Audience,Data Classification,Periodicity,Key Words,Comms GPT?,Pre-Archiving?,Content Published Link,Content - Event Name,Content - Persons,Content - Geo,Content - BNPP Entities,Content - Times,Content - Cause,Content - Consequence,Content - Thematics
MED_228,Risk Management,Digital Transformation,Mass Mailing;YouTube,Awareness Campaign,Video,Data Office,Data Office,Marketing,Compliance Awareness Podcast — S10,Podcast Sensibilisation Conformité — S10,1.0,English,Spanish,Under Review,2022-12-14,2024-11-10,2024-04-11,2025-07-27,This media content covers risk management for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing,Managers;Regulators;Board,Internal,Monthly,awareness;communication,N/A,No,,Townhall,Head of Comms;CDO;CMO,Global;APAC,BNP Paribas CIB;Nickel,Immediate,,Client Acquisition,innovation;awareness;brand
MED_229,ESG,Data & AI,Podcast Platform,Internal Campaign,Campaign,Brand,IT Operations,Marketing,Annual Results Video Campaign — S10,Campagne Vidéo Résultats Annuels — S10,2.2,French,English;Italian;Spanish,Active,2021-01-07,2023-11-09,2024-01-30,2026-11-16,This media content covers esg for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Communication,Board,Public,Ad hoc,innovation;digital;social,Yes,Yes,https://sharepoint.bnpparibas.com/media/229,ESG Summit,,Europe,Cetelem;BNP Paribas Cardif,,Strategic Decision,Employee Engagement,communication;content;brand;engagement
MED_230,Client Experience,Innovation,Corporate Website;Mass Mailing,Internal Campaign,Article,IT Operations,Brand,Social Media,HR Onboarding Webinar Series — S10,Série Webinaires Onboarding RH — S10,3.1,French,,Archived,2022-01-22,2024-03-23,2025-03-09,2026-04-13,This media content covers client experience for board. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement,Executive Committee,Internal,Quarterly,innovation;awareness;brand,N/A,No,https://youtube.bnpparibas.com/230,Product Launch,,France;LATAM,BNP Paribas CIB,,Client Request,Cost Reduction,communication;digital
MED_231,People & Culture,Data & AI;Risk Management,SharePoint;Intranet;YouTube,External Campaign,Email,HR,Social Media,Data Office,Innovation Lab Showcase — S10,Showcase Lab Innovation — S10,2.0,English,,Under Review,2021-12-24,2025-03-21,2024-09-12,2026-04-13,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Stakeholder Engagement;Campaign Management,Clients;Executive Committee,Public,Annual,media;content;ESG;social;communication,N/A,No,https://sharepoint.bnpparibas.com/media/231,Digital Day,CMO;CEO,APAC,Nickel,,Internal Initiative,Employee Engagement,awareness;campaign;engagement
MED_232,ESG,Data & AI,Mass Mailing;Social Media,Product Launch,Article,Brand,Brand,Social Media,Sustainability Infographic Pack — S10,Pack Infographies Développement Durable — S10,2.0,French,French,Published,2023-06-11,2024-02-01,2024-02-01,2026-09-24,This media content covers esg for regulators. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Content Production,Executive Committee;Public,Restricted,Monthly,brand;engagement,N/A,No,,Brand Event,CMO,Global,Nickel,Long-term,,Employee Engagement,digital;awareness
MED_233,ESG,Compliance;People & Culture,Social Media;Teams,Editorial Series,Campaign,Data Office,IT Operations,Strategy,Brand Guidelines Video — S10,Vidéo Charte de la Marque — S10,1.1,English,German;French;English,Active,2021-09-24,2025-03-18,2024-07-05,2025-06-18,This media content covers esg for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Clients;Partners,Internal,Monthly,digital;awareness;engagement;communication;content,No,No,,ESG Summit,,Europe,Hello bank!;Cetelem,Short-term,Market Evolution,Client Acquisition,transformation;brand;innovation;campaign
MED_234,Digital Transformation,Data & AI,Podcast Platform;Mass Mailing;Corporate Website,Event Coverage,Podcast,Communication,Brand,Strategy,Client Experience Story Series — S10,Série Story Expérience Client — S10,3.2,English,,Published,2022-02-16,2023-01-03,2024-11-21,2026-09-17,This media content covers digital transformation for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Partners;All Employees,Public,Ad hoc,communication;media;social,In Progress,Yes,,,Head of Comms,Middle East,Hello bank!,,Regulatory Change,Client Acquisition,content;communication
MED_235,People & Culture,Client Experience;Operations,SharePoint;Teams;Mass Mailing,Event Coverage,Live Stream,Marketing,IT Operations,Employee Engagement,Data & AI Awareness Campaign — S10,Campagne Sensibilisation Data & IA — S10,4.2,English,Spanish,Published,2022-11-11,2025-01-18,2024-01-30,2026-08-28,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Digital Publishing;Campaign Management,Public;Clients;Board,Internal,Weekly,communication;social,In Progress,Yes,https://intranet.bnpparibas.com/media/235,,CEO;CDO,APAC,BNP Paribas SA;Nickel;Arval,,,Brand Awareness,engagement;digital
MED_236,Digital Transformation,People & Culture;Finance,Intranet;Teams,Brand Content,Email,Social Media,Marketing,IT Operations,Townhall Live Stream 2024 — S10,Live Stream Townhall 2024 — S10,3.0,English,German;Italian,Draft,2022-05-14,2024-08-30,2025-03-17,2026-02-23,This media content covers digital transformation for board. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production;Communication,Partners;Managers,Public,Monthly,campaign;social;media;transformation;innovation,Yes,No,https://intranet.bnpparibas.com/media/236,,,LATAM,BNP Paribas Cardif;Nickel,Medium-term,Regulatory Change,Compliance,ESG;content
MED_237,ESG,Digital Transformation;Finance,Social Media;Podcast Platform,Brand Content,Campaign,Social Media,Employee Engagement,HR,Green Finance Email Campaign — S10,Campagne Email Finance Verte — S10,2.2,French,,Archived,2022-12-23,2025-03-29,2024-05-10,2025-10-12,This media content covers esg for board. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Campaign Management;Content Production,Managers,Restricted,Quarterly,digital;brand,In Progress,Yes,,Annual Results,CDO,France;Middle East,Nickel;BNP Paribas Cardif,,Market Evolution,Cost Reduction,digital;transformation;social
MED_238,Data & AI,Risk Management;Digital Transformation,Intranet;Corporate Website,Brand Content,Interactive Content,Strategy,Social Media,Communication,People & Culture Podcast — S10,Podcast Personnes & Culture — S10,3.2,English,,Archived,2021-01-23,2023-06-06,2024-05-21,2025-11-26,This media content covers data & ai for partners. It provides engaging storytelling and brand alignment across digital channels.,Content Production,Board;Clients,Confidential,Annual,communication;awareness;brand;transformation;campaign,Yes,No,,Brand Event,,APAC,BNP Paribas SA;Hello bank!;Nickel,Short-term,Internal Initiative,Client Acquisition,social;digital
MED_239,Client Experience,Operations,Corporate Website;Podcast Platform,Awareness Campaign,Article,Marketing,Employee Engagement,IT Operations,Cybersecurity Awareness Month — S10,Mois Sensibilisation Cybersécurité — S10,1.0,French,,Approved,2023-02-18,2023-07-29,2024-06-29,2026-06-22,This media content covers client experience for managers. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Campaign Management,Public;Regulators,Restricted,Annual,communication;ESG;innovation;awareness,Yes,No,,,CDO,Americas,Cetelem;BNP Paribas Cardif,Short-term,Market Evolution,Employee Engagement,ESG;digital;brand;transformation
MED_240,People & Culture,Client Experience;ESG,Teams,Internal Campaign,Interactive Content,Brand,Press & Media,IT Operations,EXCO Strategy Presentation Video — S10,Vidéo Présentation COMEX Stratégie — S10,3.2,French,Spanish,Published,2022-03-15,2024-01-11,2024-03-11,2026-02-26,This media content covers people & culture for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Board,Confidential,Weekly,content;awareness,N/A,Yes,,Digital Day,CMO,Americas;APAC,BNP Paribas SA,Short-term,,Brand Awareness,brand;innovation;media
MED_241,Operations,Data & AI;Client Experience,Intranet;SharePoint;YouTube,Event Coverage,Infographic,Marketing,IT Operations,Employee Engagement,Diversity & Inclusion Campaign — S10,Campagne Diversité & Inclusion — S10,1.2,English,,Under Review,2022-09-09,2025-03-22,2024-10-07,2026-05-15,This media content covers operations for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Clients,Public,Ad hoc,communication;awareness;innovation;social;digital,In Progress,Yes,,Annual Results,,Europe,Arval;BNP Paribas CIB,Medium-term,Internal Initiative,Employee Engagement,social;media;campaign
MED_242,Operations,Risk Management;Data & AI,Mass Mailing,Brand Content,Campaign,Social Media,Brand,Brand,FinTech Innovation Series — S10,Série Innovation Fintech — S10,4.2,English,German;Spanish,Archived,2022-09-30,2023-08-07,2024-06-05,2026-04-03,This media content covers operations for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Communication,Managers;Executive Committee;All Employees,Internal,Quarterly,campaign;ESG,No,No,https://youtube.bnpparibas.com/242,ESG Summit,CEO;CMO,LATAM;Middle East,Cetelem,Immediate,Market Evolution,Cost Reduction,social;content
MED_243,ESG,Finance,Corporate Website,Event Coverage,Campaign,Social Media,Communication,Communication,Risk Management Webinar — S10,Webinaire Gestion des Risques — S10,4.2,English,,Archived,2021-11-18,2023-12-10,2024-12-07,2026-06-02,This media content covers esg for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Digital Publishing;Content Production,Regulators;Executive Committee;Board,Internal,One-time,innovation;ESG;brand,Yes,Yes,,,CDO,Europe;Middle East,Arval;Nickel,Immediate,,Brand Awareness,ESG;transformation;awareness;brand
MED_244,ESG,Innovation,YouTube,Product Launch,Infographic,Employee Engagement,Communication,Social Media,Internal Brand Refresh Campaign — S10,Campagne Rafraîchissement Marque Interne — S10,4.1,French,,Active,2022-02-07,2023-03-27,2024-08-26,2026-06-01,This media content covers esg for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Managers;Executive Committee;Partners,Public,One-time,content;innovation,No,Yes,https://sharepoint.bnpparibas.com/media/244,Annual Results,,Europe,BNP Paribas Cardif,,Client Request,Compliance,content;engagement
MED_245,Data & AI,Digital Transformation,Mass Mailing;Podcast Platform,Event Coverage,Campaign,HR,HR,IT Operations,Client Onboarding Digital Journey — S10,Parcours Digital Onboarding Client — S10,3.2,English,Spanish;German;English,Active,2021-12-04,2023-07-31,2024-07-09,2025-11-08,This media content covers data & ai for board. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Brand Management;Communication,Public;Regulators,Confidential,Quarterly,engagement;ESG,No,Yes,,,CIO,Europe,BNP Paribas Cardif;BNP Paribas SA,Long-term,,Employee Engagement,content;social
MED_246,Compliance,People & Culture,Mass Mailing;Podcast Platform;YouTube,Event Coverage,Article,HR,Brand,Strategy,ESG Reporting Interactive Tool — S10,Outil Interactif Reporting ESG — S10,2.0,French,German,Archived,2022-08-03,2025-02-21,2024-05-03,2026-05-18,This media content covers compliance for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Communication;Brand Management,Regulators,Public,One-time,media;social;campaign;transformation;brand,Yes,No,https://youtube.bnpparibas.com/246,,,APAC,Nickel,Short-term,Internal Initiative,Compliance,brand;innovation;media
MED_247,Innovation,People & Culture;Digital Transformation,Podcast Platform;SharePoint;Corporate Website,Event Coverage,Story,Strategy,Communication,Marketing,Employee Engagement Survey Campaign — S10,Campagne Enquête Engagement Collaborateurs — S10,3.2,English,,Draft,2021-07-22,2025-01-26,2025-01-28,2025-09-13,This media content covers innovation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement;Digital Publishing,Managers;Clients;Public,Restricted,Monthly,campaign;engagement;awareness,N/A,Yes,https://sharepoint.bnpparibas.com/media/247,Product Launch,CEO,APAC;LATAM,Arval,Immediate,Regulatory Change,Client Acquisition,digital;engagement
MED_248,Client Experience,Risk Management;ESG,YouTube;Mass Mailing,Event Coverage,Interactive Content,Strategy,Employee Engagement,IT Operations,Digital Banking Infographic — S10,Infographie Banque Digitale — S10,3.1,French,Spanish,Under Review,2021-08-02,2024-05-18,2024-10-09,2025-11-29,This media content covers client experience for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Campaign Management,Partners;Executive Committee;Regulators,Internal,Ad hoc,content;transformation,Yes,Yes,,Digital Day,CEO;CDO,APAC;LATAM,Nickel,Medium-term,Internal Initiative,Client Acquisition,innovation;campaign;ESG
MED_249,Operations,Innovation;Compliance,Teams;Mass Mailing,Internal Campaign,Story,Employee Engagement,Social Media,Communication,AML Awareness Series — S10,Série Sensibilisation LCB-FT — S10,2.2,French,Spanish,Published,2022-01-23,2024-03-08,2024-03-19,2026-11-14,This media content covers operations for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Content Production,Executive Committee,Internal,Monthly,content;media,N/A,No,https://intranet.bnpparibas.com/media/249,Product Launch,CDO;CEO,Global;Middle East,Nickel,Immediate,Market Evolution,Compliance,social;innovation
MED_250,Digital Transformation,Client Experience,Social Media;Podcast Platform;Mass Mailing,Internal Campaign,Story,Strategy,Strategy,Press & Media,Corporate Social Responsibility Report Video — S10,Vidéo Rapport Responsabilité Sociale des Entreprises — S10,1.2,French,,Published,2021-10-03,2024-05-14,2024-04-29,2025-06-20,This media content covers digital transformation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Communication,Public;Clients,Restricted,One-time,ESG;content;awareness;communication;digital,N/A,Yes,,,CEO;CIO,France,Hello bank!,Immediate,Client Request,,media;content;engagement;transformation
MED_251,ESG,Operations,SharePoint;Intranet,Awareness Campaign,Email,Data Office,Strategy,Press & Media,ESG Social Media Campaign 2024 — S11,Campagne Réseaux Sociaux ESG 2024 — S11,4.1,English,,Draft,2021-02-05,2023-11-21,2024-03-04,2026-03-06,This media content covers esg for clients. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement,Clients;Public,Restricted,Annual,awareness;ESG,Yes,Yes,,Annual Results,CIO;CDO,Americas;APAC,BNP Paribas CIB;Cetelem,,,,campaign;awareness
MED_252,Client Experience,Digital Transformation;Finance,Corporate Website,Internal Campaign,Live Stream,Data Office,Strategy,HR,Digital Transformation Intranet Series — S11,Série Intranet Transformation Digitale — S11,1.2,English,German;French,Draft,2021-09-08,2023-03-13,2024-07-02,2026-09-17,This media content covers client experience for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Digital Publishing,Executive Committee;Board;Public,Public,Ad hoc,campaign;digital,N/A,No,,Townhall,,Americas,BNP Paribas Cardif;Cetelem,Short-term,Internal Initiative,,awareness;brand
MED_253,Risk Management,Innovation,Intranet;YouTube,Internal Campaign,Webinar,Press & Media,Brand,Social Media,Compliance Awareness Podcast — S11,Podcast Sensibilisation Conformité — S11,2.2,English,English;Spanish;German,Published,2021-08-11,2023-07-22,2025-01-05,2026-07-19,This media content covers risk management for partners. It provides engaging storytelling and brand alignment across digital channels.,Communication,Managers,Public,Annual,content;innovation,Yes,Yes,,Product Launch,,LATAM,Arval;Hello bank!;BNP Paribas CIB,Long-term,Market Evolution,Cost Reduction,communication;innovation
MED_254,ESG,Client Experience;People & Culture,Podcast Platform;Corporate Website;Mass Mailing,Training Series,Email,Social Media,Data Office,Data Office,Annual Results Video Campaign — S11,Campagne Vidéo Résultats Annuels — S11,2.1,French,English,Archived,2021-09-09,2024-08-25,2024-09-10,2026-12-04,This media content covers esg for managers. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Digital Publishing;Stakeholder Engagement,Regulators;Managers;Executive Committee,Public,Monthly,media;communication;awareness;innovation;engagement,No,No,,Digital Day,,Middle East,Cetelem;Arval,Medium-term,Market Evolution,Employee Engagement,digital;ESG;engagement;social
MED_255,People & Culture,Risk Management,SharePoint,Editorial Series,Video,Press & Media,Marketing,Brand,HR Onboarding Webinar Series — S11,Série Webinaires Onboarding RH — S11,3.0,French,German,Draft,2022-05-22,2024-07-31,2025-02-18,2026-05-07,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Digital Publishing;Content Production,Regulators;Partners;Clients,Restricted,Weekly,campaign;transformation;engagement;social;awareness,Yes,No,https://intranet.bnpparibas.com/media/255,,,France,BNP Paribas SA;Arval;Hello bank!,Immediate,,,awareness;transformation;campaign;communication
MED_256,Digital Transformation,People & Culture,Mass Mailing;Corporate Website;Intranet,Editorial Series,Podcast,Social Media,Strategy,Data Office,Innovation Lab Showcase — S11,Showcase Lab Innovation — S11,3.2,French,German;Italian,Active,2022-11-07,2023-05-18,2024-07-20,2026-05-01,This media content covers digital transformation for public. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Stakeholder Engagement;Digital Publishing,Partners;Managers;Public,Restricted,Annual,brand;ESG;communication;awareness,N/A,Yes,https://sharepoint.bnpparibas.com/media/256,,,Americas;APAC,BNP Paribas CIB;BNP Paribas Cardif,Long-term,Strategic Decision,Cost Reduction,media;social;awareness
MED_257,Innovation,Digital Transformation,SharePoint;YouTube;Corporate Website,Awareness Campaign,Live Stream,IT Operations,Brand,Strategy,Sustainability Infographic Pack — S11,Pack Infographies Développement Durable — S11,4.1,French,,Under Review,2022-06-23,2024-10-24,2024-11-20,2026-10-16,This media content covers innovation for managers. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Digital Publishing,Executive Committee,Public,One-time,digital;awareness,In Progress,No,,,CDO;Head of Comms,Middle East;APAC,BNP Paribas CIB,Medium-term,,Compliance,digital;ESG
MED_258,Digital Transformation,Client Experience;Risk Management,Corporate Website;Podcast Platform,Editorial Series,Article,Strategy,Marketing,Marketing,Brand Guidelines Video — S11,Vidéo Charte de la Marque — S11,1.1,English,,Under Review,2022-06-20,2023-03-04,2025-02-10,2026-01-20,This media content covers digital transformation for managers. It provides engaging storytelling and brand alignment across digital channels.,Communication,Regulators;Partners;Clients,Public,One-time,content;campaign,No,Yes,https://youtube.bnpparibas.com/258,Brand Event,,LATAM;France,Arval;BNP Paribas Cardif;BNP Paribas CIB,Short-term,Internal Initiative,Employee Engagement,ESG;communication
MED_259,Data & AI,Finance,YouTube,External Campaign,Email,HR,HR,Employee Engagement,Client Experience Story Series — S11,Série Story Expérience Client — S11,2.1,English,French;English;German,Archived,2022-10-31,2025-02-16,2025-01-09,2025-06-19,This media content covers data & ai for all employees. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Stakeholder Engagement,Regulators,Public,Annual,campaign;innovation;social;digital,N/A,Yes,https://youtube.bnpparibas.com/259,Product Launch,,APAC,BNP Paribas Cardif,Long-term,Client Request,Compliance,engagement;awareness;ESG
MED_260,Operations,Data & AI;Digital Transformation,SharePoint,Event Coverage,Podcast,Social Media,Marketing,Social Media,Data & AI Awareness Campaign — S11,Campagne Sensibilisation Data & IA — S11,2.2,French,Italian;French;Spanish,Draft,2022-08-04,2023-07-19,2024-06-24,2025-07-12,This media content covers operations for all employees. It provides engaging storytelling and brand alignment across digital channels.,Brand Management;Communication,Partners,Public,One-time,transformation;communication;content,No,No,,,,France,Nickel,,,Employee Engagement,ESG;digital
MED_261,Operations,Compliance,Mass Mailing;Intranet,Product Launch,Story,Brand,Strategy,Strategy,Townhall Live Stream 2024 — S11,Live Stream Townhall 2024 — S11,1.2,French,English,Active,2021-09-25,2025-03-04,2024-07-29,2025-08-31,This media content covers operations for managers. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Partners;Regulators;Executive Committee,Confidential,Monthly,communication;ESG;media,In Progress,No,https://sharepoint.bnpparibas.com/media/261,,Head of Comms;CIO;CEO,Europe;APAC,Hello bank!;BNP Paribas SA;BNP Paribas CIB,Short-term,Market Evolution,Compliance,awareness;digital;engagement;communication
MED_262,Risk Management,Innovation,SharePoint;Mass Mailing,Awareness Campaign,Infographic,Brand,Data Office,HR,Green Finance Email Campaign — S11,Campagne Email Finance Verte — S11,1.1,French,,Active,2021-02-08,2024-03-01,2024-11-04,2025-11-01,This media content covers risk management for partners. It provides engaging storytelling and brand alignment across digital channels.,Brand Management,Executive Committee,Confidential,Monthly,social;campaign;media,N/A,No,https://sharepoint.bnpparibas.com/media/262,,,APAC;LATAM,BNP Paribas CIB;Cetelem,Immediate,Strategic Decision,Cost Reduction,social;transformation;ESG;digital
MED_263,ESG,Data & AI;Innovation,Social Media,Event Coverage,Email,Social Media,HR,HR,People & Culture Podcast — S11,Podcast Personnes & Culture — S11,1.2,French,French;Italian,Published,2022-11-22,2024-09-24,2024-03-02,2025-11-30,This media content covers esg for managers. It provides engaging storytelling and brand alignment across digital channels.,Communication,Clients;Regulators,Confidential,Weekly,innovation;social;media;ESG;transformation,N/A,Yes,https://youtube.bnpparibas.com/263,,CEO;Head of Comms,France,Arval;Hello bank!;Nickel,Short-term,Strategic Decision,Employee Engagement,content;transformation;media
MED_264,Data & AI,Innovation;Digital Transformation,Intranet;Teams;YouTube,Product Launch,Video,Communication,Employee Engagement,IT Operations,Cybersecurity Awareness Month — S11,Mois Sensibilisation Cybersécurité — S11,4.1,English,English;French;Italian,Under Review,2022-04-10,2023-05-27,2024-08-29,2025-07-04,This media content covers data & ai for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Regulators;Partners,Public,One-time,engagement;digital;communication;media,Yes,No,,Brand Event,CIO,Americas;LATAM,Nickel,Medium-term,Regulatory Change,Client Acquisition,transformation;ESG
MED_265,Risk Management,People & Culture,Podcast Platform;Mass Mailing,Awareness Campaign,Infographic,Employee Engagement,IT Operations,Social Media,EXCO Strategy Presentation Video — S11,Vidéo Présentation COMEX Stratégie — S11,3.0,English,French;English;Spanish,Approved,2023-03-06,2023-01-21,2025-03-30,2026-03-31,This media content covers risk management for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement;Communication,Clients,Public,Quarterly,ESG;innovation;media;brand;digital,Yes,Yes,,Townhall,Head of Comms;CEO,France;Europe,Cetelem;BNP Paribas Cardif,,Market Evolution,Client Acquisition,campaign;ESG;innovation
MED_266,Digital Transformation,People & Culture;Client Experience,Teams;SharePoint,Editorial Series,Article,Data Office,HR,Social Media,Diversity & Inclusion Campaign — S11,Campagne Diversité & Inclusion — S11,2.2,French,English,Active,2022-11-28,2023-06-29,2025-04-04,2025-06-12,This media content covers digital transformation for partners. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management,Board;Public;All Employees,Confidential,One-time,digital;innovation,No,No,https://youtube.bnpparibas.com/266,Digital Day,CIO,LATAM,Nickel;BNP Paribas CIB,Short-term,Market Evolution,Employee Engagement,content;awareness;social
MED_267,ESG,Data & AI;Client Experience,Teams;Mass Mailing,Brand Content,Story,Data Office,Press & Media,IT Operations,FinTech Innovation Series — S11,Série Innovation Fintech — S11,2.2,French,,Archived,2021-05-22,2025-01-12,2024-09-10,2026-04-26,This media content covers esg for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Campaign Management,Regulators;Clients;Board,Public,One-time,digital;awareness;innovation;social;content,N/A,Yes,https://sharepoint.bnpparibas.com/media/267,Annual Results,Head of Comms;CDO,LATAM;APAC,Cetelem;BNP Paribas CIB,,Client Request,,campaign;digital;social;brand
MED_268,Data & AI,Operations,Corporate Website,Awareness Campaign,Video,Data Office,Brand,Employee Engagement,Risk Management Webinar — S11,Webinaire Gestion des Risques — S11,2.2,French,Spanish,Under Review,2022-02-23,2024-04-18,2024-11-25,2026-12-14,This media content covers data & ai for regulators. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication;Brand Management,Partners;Public;All Employees,Restricted,One-time,ESG;social,No,No,,,CDO;CEO,LATAM;France,BNP Paribas CIB;Hello bank!;BNP Paribas SA,,Client Request,Cost Reduction,content;digital;engagement
MED_269,Compliance,ESG;Risk Management,Intranet,Training Series,Podcast,Strategy,HR,HR,Internal Brand Refresh Campaign — S11,Campagne Rafraîchissement Marque Interne — S11,2.2,English,,Active,2022-04-18,2023-06-21,2024-12-21,2026-06-19,This media content covers compliance for regulators. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Communication;Content Production,Board;Managers,Confidential,Quarterly,ESG;brand;transformation,In Progress,Yes,,,Head of Comms,Americas,BNP Paribas SA,Short-term,Strategic Decision,Client Acquisition,social;communication;engagement
MED_270,People & Culture,ESG,Teams;YouTube;Intranet,Editorial Series,Campaign,Brand,Marketing,IT Operations,Client Onboarding Digital Journey — S11,Parcours Digital Onboarding Client — S11,4.2,French,German;Italian,Draft,2022-01-04,2023-07-25,2024-02-21,2026-10-02,This media content covers people & culture for public. It provides engaging storytelling and brand alignment across digital channels.,Communication;Digital Publishing;Content Production,Public;All Employees,Restricted,One-time,social;engagement;content;innovation;communication,Yes,No,https://intranet.bnpparibas.com/media/270,,CDO;CIO,Americas;Middle East,Nickel;Cetelem,Long-term,Market Evolution,Brand Awareness,awareness;digital;campaign
MED_271,Data & AI,Digital Transformation;Compliance,YouTube;Corporate Website,Brand Content,Podcast,HR,Social Media,Employee Engagement,ESG Reporting Interactive Tool — S11,Outil Interactif Reporting ESG — S11,1.2,French,,Active,2023-06-13,2023-12-09,2025-02-28,2025-09-18,This media content covers data & ai for managers. It provides engaging storytelling and brand alignment across digital channels.,Digital Publishing;Stakeholder Engagement,All Employees;Public,Confidential,Weekly,media;content;ESG,N/A,No,,Brand Event,CEO,Global,Cetelem;BNP Paribas Cardif;BNP Paribas SA,Long-term,Internal Initiative,Cost Reduction,media;innovation
MED_272,Compliance,Digital Transformation;Operations,Podcast Platform;Intranet,Internal Campaign,Interactive Content,Marketing,Social Media,Social Media,Employee Engagement Survey Campaign — S11,Campagne Enquête Engagement Collaborateurs — S11,3.1,English,,Under Review,2023-04-04,2025-02-08,2024-07-30,2026-07-10,This media content covers compliance for public. It provides engaging storytelling and brand alignment across digital channels.,Stakeholder Engagement;Brand Management;Campaign Management,Regulators,Public,Weekly,engagement;content,Yes,Yes,https://youtube.bnpparibas.com/272,ESG Summit,,LATAM,BNP Paribas Cardif;Nickel;Hello bank!,Short-term,Market Evolution,,transformation;communication;content;media
MED_273,Operations,Finance,SharePoint;Social Media,Product Launch,Article,Data Office,Brand,Strategy,Digital Banking Infographic — S11,Infographie Banque Digitale — S11,3.0,French,French;English,Archived,2022-05-12,2024-10-02,2024-11-12,2026-12-13,This media content covers operations for clients. It provides engaging storytelling and brand alignment across digital channels.,Campaign Management;Brand Management;Communication,All Employees,Internal,Monthly,social;digital;engagement,No,No,https://sharepoint.bnpparibas.com/media/273,,,Americas;LATAM,Arval,Medium-term,Client Request,Employee Engagement,innovation;transformation;social;campaign
MED_274,Digital Transformation,Operations,YouTube,Event Coverage,Interactive Content,Press & Media,IT Operations,Employee Engagement,AML Awareness Series — S11,Série Sensibilisation LCB-FT — S11,3.2,English,German,Published,2022-03-06,2023-04-09,2024-09-17,2025-11-13,This media content covers digital transformation for regulators. It provides engaging storytelling and brand alignment across digital channels.,Content Production;Stakeholder Engagement,Regulators;Clients,Public,Monthly,brand;social;transformation;digital;engagement,No,No,https://sharepoint.bnpparibas.com/media/274,Brand Event,CIO;Head of Comms;CMO,LATAM,BNP Paribas SA,,Regulatory Change,Employee Engagement,digital;ESG
MED_275,ESG,Data & AI,SharePoint;Podcast Platform;Mass Mailing,Awareness Campaign,Video,Strategy,Data Office,HR,Corporate Social Responsibility Report Video — S11,Vidéo Rapport Responsabilité Sociale des Entreprises — S11,3.1,English,,Draft,2022-10-02,2025-01-17,2025-01-17,2025-06-03,This media content covers esg for executive committee. It provides engaging storytelling and brand alignment across digital channels.,Communication;Digital Publishing,Managers;Public,Restricted,Quarterly,social;ESG,N/A,No,https://youtube.bnpparibas.com/275,Product Launch,,LATAM;APAC,BNP Paribas Cardif,,Strategic Decision,Employee Engagement,transformation;awareness
